row_id,year,month,sensor_id,sensor_name,pedestrain_counts,rank
1197,2019,February,28,The Arts Centre,681857,8.0
1198,2019,February,47,Melbourne Central-Elizabeth St (East),662439,9.0
1199,2019,February,22,Flinders St-Elizabeth St (East),645261,10.0
1200,2019,January,35,Southbank,1395117,1.0
1201,2019,January,4,Town Hall (West),1035715,2.0
1202,2019,January,6,Flinders Street Station Underpass,1015331,3.0
1203,2019,January,24,Spencer St-Collins St (North),910109,4.0
1204,2019,January,28,The Arts Centre,884885,5.0
1205,2019,January,1,Bourke Street Mall (North),871901,6.0
1206,2019,January,5,Princes Bridge,799066,7.0
1207,2019,January,2,Bourke Street Mall (South),704858,8.0
1208,2019,January,47,Melbourne Central-Elizabeth St (East),680089,9.0
1209,2019,January,29,St Kilda Rd-Alexandra Gardens,598964,10.0
1210,2019,July,22,Flinders St-Elizabeth St (East),1356376,1.0
1211,2019,July,24,Spencer St-Collins St (North),1087198,2.0
1212,2019,July,4,Town Hall (West),1042025,3.0
1213,2019,July,6,Flinders Street Station Underpass,1030584,4.0
1214,2019,July,5,Princes Bridge,1012406,5.0
1215,2019,July,1,Bourke Street Mall (North),895441,6.0
1216,2019,July,3,Melbourne Central,888107,7.0
1217,2019,July,28,The Arts Centre,868490,8.0
1218,2019,July,57,Bourke St Bridge,814354,9.0
1219,2019,July,35,Southbank,750612,10.0
1220,2019,June,22,Flinders St-Elizabeth St (East),1250112,1.0
1221,2019,June,4,Town Hall (West),960811,2.0
1222,2019,June,1,Bourke Street Mall (North),954095,3.0
1223,2019,June,6,Flinders Street Station Underpass,944617,4.0
1224,2019,June,24,Spencer St-Collins St (North),895342,5.0
1225,2019,June,5,Princes Bridge,879108,6.0
1226,2019,June,3,Melbourne Central,833350,7.0
1227,2019,June,28,The Arts Centre,744230,8.0
1228,2019,June,35,Southbank,682976,9.0
1229,2019,June,47,Melbourne Central-Elizabeth St (East),643533,10.0
1230,2019,March,22,Flinders St-Elizabeth St (East),1355988,1.0
1231,2019,March,35,Southbank,1183184,2.0
1232,2019,March,4,Town Hall (West),1117448,3.0
1233,2019,March,24,Spencer St-Collins St (North),1086273,4.0
1234,2019,March,6,Flinders Street Station Underpass,1080389,5.0
1235,2019,March,3,Melbourne Central,1069562,6.0
1236,2019,March,1,Bourke Street Mall (North),1009342,7.0
1237,2019,March,28,The Arts Centre,836962,8.0
1238,2019,March,5,Princes Bridge,751351,9.0
1239,2019,March,57,Bourke St Bridge,733140,10.0
1240,2019,May,22,Flinders St-Elizabeth St (East),1337425,1.0
1241,2019,May,24,Spencer St-Collins St (North),1098166,2.0
1242,2019,May,6,Flinders Street Station Underpass,1040433,3.0
1243,2019,May,4,Town Hall (West),1008211,4.0
1244,2019,May,1,Bourke Street Mall (North),979720,5.0
1245,2019,May,5,Princes Bridge,958937,6.0
1246,2019,May,3,Melbourne Central,892013,7.0
1247,2019,May,35,Southbank,799405,8.0
1248,2019,May,28,The Arts Centre,728549,9.0
1249,2019,May,47,Melbourne Central-Elizabeth St (East),675960,10.0
1250,2019,November,22,Flinders St-Elizabeth St (East),1311400,1.0
1251,2019,November,41,Flinders La-Swanston St (West),1123654,2.0
1252,2019,November,6,Flinders Street Station Underpass,1105507,3.0
1253,2019,November,4,Town Hall (West),1074747,4.0
1254,2019,November,24,Spencer St-Collins St (North),1054288,5.0
1255,2019,November,1,Bourke Street Mall (North),1037267,6.0
1256,2019,November,3,Melbourne Central,901523,7.0
1257,2019,November,28,The Arts Centre,774709,8.0
1258,2019,November,35,Southbank,770162,9.0
1259,2019,November,2,Bourke Street Mall (South),744945,10.0
1260,2019,October,22,Flinders St-Elizabeth St (East),1366031,1.0
1261,2019,October,6,Flinders Street Station Underpass,1151298,2.0
1262,2019,October,24,Spencer St-Collins St (North),1089498,3.0
1263,2019,October,4,Town Hall (West),1047186,4.0
1264,2019,October,1,Bourke Street Mall (North),1028681,5.0
1265,2019,October,5,Princes Bridge,1028104,6.0
1266,2019,October,41,Flinders La-Swanston St (West),982823,7.0
1267,2019,October,25,Melbourne Convention Exhibition Centre,965404,8.0
1268,2019,October,3,Melbourne Central,919197,9.0
1269,2019,October,35,Southbank,861390,10.0
1270,2019,September,22,Flinders St-Elizabeth St (East),1271923,1.0
1271,2019,September,6,Flinders Street Station Underpass,1008301,2.0
1272,2019,September,24,Spencer St-Collins St (North),984837,3.0
1273,2019,September,4,Town Hall (West),971314,4.0
1274,2019,September,1,Bourke Street Mall (North),943758,5.0
1275,2019,September,5,Princes Bridge,925437,6.0
1276,2019,September,3,Melbourne Central,869674,7.0
1277,2019,September,28,The Arts Centre,772680,8.0
1278,2019,September,35,Southbank,733141,9.0
1279,2019,September,47,Melbourne Central-Elizabeth St (East),672015,10.0
1280,2020,April,22,Flinders St-Elizabeth St (East),299425,1.0
1281,2020,April,55,Elizabeth St-La Trobe St (East),203304,2.0
1282,2020,April,35,Southbank,194288,3.0
1283,2020,April,41,Flinders La-Swanston St (West),156713,4.0
1284,2020,April,24,Spencer St-Collins St (North),147616,5.0
1285,2020,April,4,Town Hall (West),130659,6.0
1286,2020,April,26,QV Market-Elizabeth St (West),130433,7.0
1287,2020,April,6,Flinders Street Station Underpass,129411,8.0
1288,2020,April,3,Melbourne Central,127245,9.0
1289,2020,April,47,Melbourne Central-Elizabeth St (East),126345,10.0
1290,2020,August,22,Flinders St-Elizabeth St (East),254305,1.0
1291,2020,August,55,Elizabeth St-La Trobe St (East),180654,2.0
1292,2020,August,41,Flinders La-Swanston St (West),137467,3.0
1293,2020,August,35,Southbank,130420,4.0
1294,2020,August,25,Melbourne Convention Exhibition Centre,127307,5.0
1295,2020,August,47,Melbourne Central-Elizabeth St (East),124483,6.0
1296,2020,August,26,QV Market-Elizabeth St (West),115828,7.0
1297,2020,August,6,Flinders Street Station Underpass,98834,8.0
1298,2020,August,24,Spencer St-Collins St (North),98464,9.0
1299,2020,August,4,Town Hall (West),97813,10.0
1300,2020,December,41,Flinders La-Swanston St (West),974529,1.0
1301,2020,December,4,Town Hall (West),796734,2.0
1302,2020,December,22,Flinders St-Elizabeth St (East),758570,3.0
1303,2020,December,5,Princes Bridge,731645,4.0
1304,2020,December,1,Bourke Street Mall (North),714656,5.0
1305,2020,December,35,Southbank,580074,6.0
1306,2020,December,2,Bourke Street Mall (South),512225,7.0
1307,2020,December,6,Flinders Street Station Underpass,494740,8.0
1308,2020,December,55,Elizabeth St-La Trobe St (East),479460,9.0
1309,2020,December,47,Melbourne Central-Elizabeth St (East),477188,10.0
1310,2020,February,22,Flinders St-Elizabeth St (East),1209332,1.0
1311,2020,February,41,Flinders La-Swanston St (West),1174631,2.0
1312,2020,February,6,Flinders Street Station Underpass,1006221,3.0
1313,2020,February,35,Southbank,1002477,4.0
1314,2020,February,5,Princes Bridge,942341,5.0
1315,2020,February,4,Town Hall (West),905988,6.0
1316,2020,February,24,Spencer St-Collins St (North),888466,7.0
1317,2020,February,1,Bourke Street Mall (North),799619,8.0
1318,2020,February,3,Melbourne Central,741496,9.0
1319,2020,February,28,The Arts Centre,701412,10.0
1320,2020,January,41,Flinders La-Swanston St (West),1354171,1.0
1321,2020,January,22,Flinders St-Elizabeth St (East),1290280,2.0
1322,2020,January,5,Princes Bridge,1247383,3.0
1323,2020,January,4,Town Hall (West),1030896,4.0
1324,2020,January,6,Flinders Street Station Underpass,1019459,5.0
1325,2020,January,24,Spencer St-Collins St (North),935880,6.0
1326,2020,January,35,Southbank,910977,7.0
1327,2020,January,28,The Arts Centre,893317,8.0
1328,2020,January,1,Bourke Street Mall (North),892048,9.0
1329,2020,January,25,Melbourne Convention Exhibition Centre,771333,10.0
1330,2020,July,22,Flinders St-Elizabeth St (East),391523,1.0
1331,2020,July,41,Flinders La-Swanston St (West),290935,2.0
1332,2020,July,55,Elizabeth St-La Trobe St (East),287679,3.0
1333,2020,July,4,Town Hall (West),222709,4.0
1334,2020,July,1,Bourke Street Mall (North),216577,5.0
1335,2020,July,47,Melbourne Central-Elizabeth St (East),205960,6.0
1336,2020,July,3,Melbourne Central,193613,7.0
1337,2020,July,24,Spencer St-Collins St (North),182899,8.0
1338,2020,July,5,Princes Bridge,169971,9.0
1339,2020,July,25,Melbourne Convention Exhibition Centre,168589,10.0
1340,2020,June,22,Flinders St-Elizabeth St (East),557724,1.0
1341,2020,June,41,Flinders La-Swanston St (West),482013,2.0
1342,2020,June,1,Bourke Street Mall (North),424476,3.0
1343,2020,June,4,Town Hall (West),394408,4.0
1344,2020,June,55,Elizabeth St-La Trobe St (East),385350,5.0
1345,2020,June,3,Melbourne Central,352121,6.0
1346,2020,June,47,Melbourne Central-Elizabeth St (East),302881,7.0
1347,2020,June,15,State Library,277962,8.0
1348,2020,June,66,State Library-New,277962,8.0
1349,2020,June,5,Princes Bridge,274311,9.0
1350,2020,March,22,Flinders St-Elizabeth St (East),960996,1.0
1351,2020,March,35,Southbank,816192,2.0
1352,2020,March,41,Flinders La-Swanston St (West),813394,3.0
1353,2020,March,6,Flinders Street Station Underpass,660488,4.0
1354,2020,March,4,Town Hall (West),634135,5.0
1355,2020,March,5,Princes Bridge,595265,6.0
1356,2020,March,24,Spencer St-Collins St (North),586391,7.0
1357,2020,March,1,Bourke Street Mall (North),560956,8.0
1358,2020,March,3,Melbourne Central,560572,9.0
1359,2020,March,55,Elizabeth St-La Trobe St (East),532240,10.0
1360,2020,May,22,Flinders St-Elizabeth St (East),445791,1.0
1361,2020,May,55,Elizabeth St-La Trobe St (East),299323,2.0
1362,2020,May,41,Flinders La-Swanston St (West),284010,3.0
1363,2020,May,1,Bourke Street Mall (North),269797,4.0
1364,2020,May,4,Town Hall (West),245937,5.0
1365,2020,May,35,Southbank,240025,6.0
1366,2020,May,3,Melbourne Central,221395,7.0
1367,2020,May,47,Melbourne Central-Elizabeth St (East),212147,8.0
1368,2020,May,24,Spencer St-Collins St (North),210379,9.0
1369,2020,May,6,Flinders Street Station Underpass,190959,10.0
1370,2020,November,41,Flinders La-Swanston St (West),602980,1.0
1371,2020,November,22,Flinders St-Elizabeth St (East),558750,2.0
1372,2020,November,1,Bourke Street Mall (North),498611,3.0
1373,2020,November,4,Town Hall (West),490630,4.0
1374,2020,November,3,Melbourne Central,425215,5.0
1375,2020,November,55,Elizabeth St-La Trobe St (East),393471,6.0
1376,2020,November,47,Melbourne Central-Elizabeth St (East),366156,7.0
1377,2020,November,5,Princes Bridge,364502,8.0
1378,2020,November,35,Southbank,361771,9.0
1379,2020,November,6,Flinders Street Station Underpass,324248,10.0
1380,2020,October,22,Flinders St-Elizabeth St (East),357418,1.0
1381,2020,October,41,Flinders La-Swanston St (West),265184,2.0
1382,2020,October,55,Elizabeth St-La Trobe St (East),260093,3.0
1383,2020,October,3,Melbourne Central,200440,4.0
1384,2020,October,4,Town Hall (West),198010,5.0
1385,2020,October,35,Southbank,193587,6.0
1386,2020,October,25,Melbourne Convention Exhibition Centre,193419,7.0
1387,2020,October,47,Melbourne Central-Elizabeth St (East),190966,8.0
1388,2020,October,5,Princes Bridge,184081,9.0
1389,2020,October,6,Flinders Street Station Underpass,162612,10.0
1390,2020,September,22,Flinders St-Elizabeth St (East),276070,1.0
1391,2020,September,55,Elizabeth St-La Trobe St (East),195295,2.0
1392,2020,September,41,Flinders La-Swanston St (West),161884,3.0
1393,2020,September,25,Melbourne Convention Exhibition Centre,155748,4.0
1394,2020,September,35,Southbank,153717,5.0
1395,2020,September,47,Melbourne Central-Elizabeth St (East),135639,6.0
1396,2020,September,26,QV Market-Elizabeth St (West),125332,7.0
1397,2020,September,3,Melbourne Central,114151,8.0
1398,2020,September,5,Princes Bridge,112820,9.0
1399,2020,September,4,Town Hall (West),112765,10.0
1400,2021,April,41,Flinders La-Swanston St (West),1005610,1.0
1401,2021,April,5,Princes Bridge,759926,2.0
1402,2021,April,4,Town Hall (West),743653,3.0
1403,2021,April,22,Flinders St-Elizabeth St (East),664671,4.0
1404,2021,April,1,Bourke Street Mall (North),612164,5.0
1405,2021,April,6,Flinders Street Station Underpass,564776,6.0
1406,2021,April,28,The Arts Centre,563047,7.0
1407,2021,April,55,Elizabeth St-La Trobe St (East),510336,8.0
1408,2021,April,15,State Library,503175,9.0
1409,2021,April,66,State Library-New,503175,9.0
1410,2021,August,22,Flinders St-Elizabeth St (East),372280,1.0
1411,2021,August,41,Flinders La-Swanston St (West),304048,2.0
1412,2021,August,55,Elizabeth St-La Trobe St (East),269199,3.0
1413,2021,August,25,Melbourne Convention Exhibition Centre,245638,4.0
1414,2021,August,35,Southbank,231854,5.0
1415,2021,August,4,Town Hall (West),213065,6.0
1416,2021,August,15,State Library,184230,7.0
1417,2021,August,66,State Library-New,184230,7.0
1418,2021,August,47,Melbourne Central-Elizabeth St (East),181465,8.0
1419,2021,August,6,Flinders Street Station Underpass,180941,9.0
1420,2021,December,41,Flinders La-Swanston St (West),1137102,1.0
1421,2021,December,35,Southbank,1038217,2.0
1422,2021,December,4,Town Hall (West),910918,3.0
1423,2021,December,1,Bourke Street Mall (North),773993,4.0
1424,2021,December,5,Princes Bridge,724368,5.0
1425,2021,December,3,Melbourne Central,668351,6.0
1426,2021,December,25,Melbourne Convention Exhibition Centre,604865,7.0
1427,2021,December,22,Flinders St-Elizabeth St (East),584280,8.0
1428,2021,December,55,Elizabeth St-La Trobe St (East),548643,9.0
1429,2021,December,47,Melbourne Central-Elizabeth St (East),533409,10.0
1430,2021,February,41,Flinders La-Swanston St (West),632923,1.0
1431,2021,February,22,Flinders St-Elizabeth St (East),517017,2.0
1432,2021,February,5,Princes Bridge,515746,3.0
1433,2021,February,4,Town Hall (West),456419,4.0
1434,2021,February,55,Elizabeth St-La Trobe St (East),371647,5.0
1435,2021,February,6,Flinders Street Station Underpass,355201,6.0
1436,2021,February,1,Bourke Street Mall (North),354240,7.0
1437,2021,February,28,The Arts Centre,317626,8.0
1438,2021,February,25,Melbourne Convention Exhibition Centre,309576,9.0
1439,2021,February,47,Melbourne Central-Elizabeth St (East),293808,10.0
1440,2021,January,41,Flinders La-Swanston St (West),746069,1.0
1441,2021,January,5,Princes Bridge,657882,2.0
1442,2021,January,22,Flinders St-Elizabeth St (East),639360,3.0
1443,2021,January,4,Town Hall (West),558664,4.0
1444,2021,January,1,Bourke Street Mall (North),459859,5.0
1445,2021,January,35,Southbank,433834,6.0
1446,2021,January,55,Elizabeth St-La Trobe St (East),425889,7.0
1447,2021,January,6,Flinders Street Station Underpass,412406,8.0
1448,2021,January,28,The Arts Centre,407448,9.0
1449,2021,January,47,Melbourne Central-Elizabeth St (East),361790,10.0
1450,2021,July,41,Flinders La-Swanston St (West),709195,1.0
1451,2021,July,22,Flinders St-Elizabeth St (East),587906,2.0
1452,2021,July,5,Princes Bridge,526115,3.0
1453,2021,July,35,Southbank,499399,4.0
1454,2021,July,4,Town Hall (West),483035,5.0
1455,2021,July,28,The Arts Centre,408728,6.0
1456,2021,July,55,Elizabeth St-La Trobe St (East),405882,7.0
1457,2021,July,1,Bourke Street Mall (North),397827,8.0
1458,2021,July,6,Flinders Street Station Underpass,363938,9.0
1459,2021,July,15,State Library,343527,10.0
1460,2021,June,41,Flinders La-Swanston St (West),574050,1.0
1461,2021,June,22,Flinders St-Elizabeth St (East),484247,2.0
1462,2021,June,35,Southbank,426190,3.0
1463,2021,June,4,Town Hall (West),415985,4.0
1464,2021,June,55,Elizabeth St-La Trobe St (East),369319,5.0
1465,2021,June,5,Princes Bridge,358617,6.0
1466,2021,June,1,Bourke Street Mall (North),349759,7.0
1467,2021,June,15,State Library,309081,8.0
1468,2021,June,66,State Library-New,309081,8.0
1469,2021,June,47,Melbourne Central-Elizabeth St (East),295397,9.0
1470,2021,March,41,Flinders La-Swanston St (West),909361,1.0
1471,2021,March,22,Flinders St-Elizabeth St (East),676032,2.0
1472,2021,March,5,Princes Bridge,660726,3.0
1473,2021,March,4,Town Hall (West),650570,4.0
1474,2021,March,1,Bourke Street Mall (North),523660,5.0
1475,2021,March,6,Flinders Street Station Underpass,510400,6.0
1476,2021,March,55,Elizabeth St-La Trobe St (East),470084,7.0
1477,2021,March,15,State Library,462712,8.0
1478,2021,March,66,State Library-New,462712,8.0
1479,2021,March,28,The Arts Centre,458441,9.0
1480,2021,May,41,Flinders La-Swanston St (West),824586,1.0
1481,2021,May,35,Southbank,701947,2.0
1482,2021,May,4,Town Hall (West),611918,3.0
1483,2021,May,5,Princes Bridge,556204,4.0
1484,2021,May,1,Bourke Street Mall (North),529938,5.0
1485,2021,May,6,Flinders Street Station Underpass,504102,6.0
1486,2021,May,22,Flinders St-Elizabeth St (East),498975,7.0
1487,2021,May,55,Elizabeth St-La Trobe St (East),477794,8.0
1488,2021,May,25,Melbourne Convention Exhibition Centre,461094,9.0
1489,2021,May,66,State Library-New,443760,10.0
1490,2021,November,41,Flinders La-Swanston St (West),833020,1.0
1491,2021,November,35,Southbank,663154,2.0
1492,2021,November,4,Town Hall (West),659965,3.0
1493,2021,November,1,Bourke Street Mall (North),616995,4.0
1494,2021,November,3,Melbourne Central,573539,5.0
1495,2021,November,6,Flinders Street Station Underpass,554083,6.0
1496,2021,November,55,Elizabeth St-La Trobe St (East),492453,7.0
1497,2021,November,66,State Library-New,456515,8.0
1498,2021,November,15,State Library,456515,8.0
1499,2021,November,25,Melbourne Convention Exhibition Centre,456039,9.0
1500,2021,October,35,Southbank,402560,1.0
1501,2021,October,22,Flinders St-Elizabeth St (East),398318,2.0
1502,2021,October,55,Elizabeth St-La Trobe St (East),306600,3.0
1503,2021,October,25,Melbourne Convention Exhibition Centre,294335,4.0
1504,2021,October,4,Town Hall (West),277236,5.0
1505,2021,October,41,Flinders La-Swanston St (West),264950,6.0
1506,2021,October,3,Melbourne Central,256758,7.0
1507,2021,October,15,State Library,239090,8.0
1508,2021,October,66,State Library-New,239090,8.0
1509,2021,October,47,Melbourne Central-Elizabeth St (East),223689,9.0
1510,2021,September,22,Flinders St-Elizabeth St (East),311203,1.0
1511,2021,September,35,Southbank,279021,2.0
1512,2021,September,25,Melbourne Convention Exhibition Centre,270099,3.0
1513,2021,September,41,Flinders La-Swanston St (West),246759,4.0
1514,2021,September,55,Elizabeth St-La Trobe St (East),242496,5.0
1515,2021,September,6,Flinders Street Station Underpass,237929,6.0
1516,2021,September,4,Town Hall (West),173612,7.0
1517,2021,September,47,Melbourne Central-Elizabeth St (East),164716,8.0
1518,2021,September,66,State Library-New,150230,9.0
1519,2021,September,15,State Library,150230,9.0
1520,2022,April,41,Flinders La-Swanston St (West),1172518,1.0
1521,2022,April,35,Southbank,1055102,2.0
1522,2022,April,4,Town Hall (West),1030598,3.0
1523,2022,April,5,Princes Bridge,818640,4.0
1524,2022,April,3,Melbourne Central,769096,5.0
1525,2022,April,84,Elizabeth St - Flinders St (East) - New footpath,697132,6.0
1526,2022,April,66,State Library - New,638649,7.0
1527,2022,April,6,Flinders Street Station Underpass,636340,8.0
1528,2022,April,25,Melbourne Convention Exhibition Centre,626553,9.0
1529,2022,April,1,Bourke Street Mall (North),621172,10.0
1530,2022,February,41,Flinders La-Swanston St (West),786709,1.0
1531,2022,February,35,Southbank,713303,2.0
1532,2022,February,4,Town Hall (West),573847,3.0
1533,2022,February,5,Princes Bridge,559468,4.0
1534,2022,February,3,Melbourne Central,545816,5.0
1535,2022,February,84,Elizabeth St - Flinders St (East) - New footpath,491831,6.0
1536,2022,February,1,Bourke Street Mall (North),471266,7.0
1537,2022,February,66,State Library - New,469942,8.0
1538,2022,February,6,Flinders Street Station Underpass,435167,9.0
1539,2022,February,25,Melbourne Convention Exhibition Centre,423117,10.0
1540,2022,January,41,Flinders La-Swanston St (West),723167,1.0
1541,2022,January,35,Southbank,699875,2.0
1542,2022,January,4,Town Hall (West),537982,3.0
1543,2022,January,5,Princes Bridge,528785,4.0
1544,2022,January,3,Melbourne Central,470868,5.0
1545,2022,January,84,Elizabeth St - Flinders St (East) - New footpath,456394,6.0
1546,2022,January,55,Elizabeth St-La Trobe St (East),455524,7.0
1547,2022,January,1,Bourke Street Mall (North),412675,8.0
1548,2022,January,25,Melbourne Convention Exhibition Centre,402501,9.0
1549,2022,January,6,Flinders Street Station Underpass,381308,10.0
1550,2022,March,41,Flinders La-Swanston St (West),1071759,1.0
1551,2022,March,35,Southbank,989844,2.0
1552,2022,March,4,Town Hall (West),826032,3.0
1553,2022,March,5,Princes Bridge,772113,4.0
1554,2022,March,3,Melbourne Central,724048,5.0
1555,2022,March,84,Elizabeth St - Flinders St (East) - New footpath,661185,6.0
1556,2022,March,66,State Library - New,614302,7.0
1557,2022,March,6,Flinders Street Station Underpass,607278,8.0
1558,2022,March,1,Bourke Street Mall (North),570461,9.0
1559,2022,March,47,Melbourne Central-Elizabeth St (East),523153,10.0
1560,2022,May,41,Flinders La-Swanston St (West),1002948,1.0
1561,2022,May,35,Southbank,828999,2.0
1562,2022,May,3,Melbourne Central,691828,3.0
1563,2022,May,84,Elizabeth St - Flinders St (East) - New footpath,649271,4.0
1564,2022,May,66,State Library - New,607245,5.0
1565,2022,May,6,Flinders Street Station Underpass,585139,6.0
1566,2022,May,5,Princes Bridge,583020,7.0
1567,2022,May,25,Melbourne Convention Exhibition Centre,574844,8.0
1568,2022,May,47,Melbourne Central-Elizabeth St (East),537508,9.0
1569,2022,May,1,Bourke Street Mall (North),531617,10.0
